Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Lib1,https://raw.githubusercontent.com/sivanic2/SJ23-Exhibit/refs/heads/main/9Library/2026Library1.png,0:00:10,1:00:00,1/1/2018 0:00,12/31/30 23:59,yes
Lib2,https://raw.githubusercontent.com/sivanic2/SJ23-Exhibit/refs/heads/main/9Library/2026Library2.png,0:00:00,1:00:00,1/1/2018 0:00,12/31/30 23:59,yes
Lib3,https://raw.githubusercontent.com/sivanic2/SJ23-Exhibit/refs/heads/main/9Library/2026Library3.png,0:00:10,1:00:00,1/1/2018 0:00,12/31/30 23:59,yes
Lib4,https://raw.githubusercontent.com/sivanic2/SJ23-Exhibit/refs/heads/main/9Library/2026Library4.png,0:00:10,1:00:00,1/1/2018 0:00,12/31/30 23:59,yes
Lib5,https://raw.githubusercontent.com/sivanic2/SJ23-Exhibit/refs/heads/main/9Library/2026Library5.png,0:00:10,1:00:00,1/1/2018 0:00,12/31/30 23:59,yes
Lib6,https://raw.githubusercontent.com/sivanic2/SJ23-Exhibit/refs/heads/main/9Library/2026Library6.png,0:00:10,1:00:00,1/1/2018 0:00,12/31/30 23:59,yes
