Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
LC Closed,https://raw.githubusercontent.com/sivanic2/SJ23-Exhibit/refs/heads/main/2LC/LC%20Closed%20B12.png,0:00:10,1:00:00,1/1/2018 0:00,12/31/30 23:59,yes
